Anapettakongal,691307,Kollam
Anappara,695551,Thiruvananthapuram
Anappara kalady,683581,Ernakulam
Anaprambal,689572,Alappuzha
Anaprambal North,689572,Alappuzha
Anapuzha,680667,Thrissur
Anathalavattom,695306,Thiruvananthapuram
Anavilasam,685535,Idukki
Anaviratty,685561,Idukki
Anavoor,695124,Thiruvananthapuram
Anayadi,690561,Kollam
Anayara,695029,Thiruvananthapuram
Anayirankal,685613,Idukki
Anchachavady,676525,Malappuram
Anchal,691306,Kollam
Anchampeedika,670331,Kannur
Anchelpetty,686667,Ernakulam
Anchery,680006,Thrissur
Anchiri,685585,Idukki
Andathode,679564,Thrissur
Andhakaranazhy,688531,Alappuzha
Andikkadavu,682008,Ernakulam
Andiyoorkunnu,673637,Malappuram
Andoor,691532,Kollam
Andoorkonam,695584,Thiruvananthapuram
Anekallu,671323,Kasaragod
Angadi,679552,Palakkad
Angadi Pathanamthitta,689674,Pathanamthitta
Angadical Chengannur,689122,Alappuzha
Angadical North,689648,Pathanamthitta
Angadical South,691555,Pathanamthitta
Angadikadavu,670706,Kannur
Angadimogaru,671321,Kasaragod
Angadipuram,679321,Malappuram
Angamally,683572,Ernakulam
Angamally South,683573,Ernakulam
Angamoozhy,689662,Pathanamthitta
Anikad,686503,Kottayam
Anikad East,686503,Kottayam
Anikad Mallappally GDS,689585,Pathanamthitta
Anikad West,686503,Kottayam
Aniyaram,670672,Kannur
Anjapura,676303,Malappuram
Anjarakandy,670612,Kannur
Anjengo,695309,Thiruvananthapuram
Anjilithanam,689582,Pathanamthitta
Anjoottimangalam,686579,Kottayam
Anjukunnu,670645,Wayanad
Anjumoorthy,678682,Palakkad
Anjur kunnamkulam,680523,Thrissur
Anjur Mundur,680541,Thrissur
Annakara,680508,Thrissur
Annallur,680731,Thrissur
Annamanada,680741,Thrissur
Annanad,680309,Thrissur
Annasseri,673317,Kozhikode
Anniyartholu,685515,Idukki
Annur,670307,Kannur
Anthikad,680641,Thrissur
Anthinad,686651,Kottayam
Anthiyalankavu,689649,Pathanamthitta
Apporkara,686008,Kottayam
Arabi,670705,Kannur
Arakinar,673028,Kozhikode
Arakulam,685591,Idukki
Arakunnam,682313,Ernakulam
Arakuzha,686672,Ernakulam
Aralam,670704,Kannur
Aralam Farm,670673,Kannur
Aralumoodu,695123,Thiruvananthapuram
Aramada,695032,Thiruvananthapuram
Arambatta Kunnu,673575,Wayanad
Aranattukara,680618,Thrissur
Arang,670582,Kannur
Arangottukara,679532,Thrissur
Aranmula,689533,Pathanamthitta
Arattupuzha,690535,Alappuzha
Arattupuzha,689123,Pathanamthitta
Arattupuzha,680562,Thrissur
Arattupuzha North,690515,Alappuzha
Arattuthara,670645,Wayanad
Arayur,695122,Thiruvananthapuram
Areacode,673639,Malappuram
Areekamala,670582,Kannur
Areekara,689505,Alappuzha
Areeparampu,686501,Kottayam
Areeplachy,691333,Kollam
Arikady,671321,Kasaragod
Arikulam,673620,Kozhikode
Arikuzha,685608,Idukki
Aril,670143,Kannur
Arimanal,676525,Malappuram
Arimbra,673638,Malappuram
Arimpur,680620,Thrissur
Arinallur,690538,Kollam
Arinallur South,690538,Kollam
Arinjerummal,670721,Wayanad
Aripalam,680688,Thrissur
Aripra,679321,Malappuram
Arivilanjapoyil,670571,Kannur
Ariyallur,676312,Malappuram
Ariyannur,680102,Thrissur
Ariyapady,671551,Kasaragod
Ariyur,678583,Palakkad
Arkannur,691533,Kollam
Arkkuparamba,679341,Malappuram
Arnakal,685533,Idukki
Aroli,670561,Kannur
Arookutty,688535,Alappuzha
Aroor,688534,Alappuzha
Arpookara East,686008,Kottayam
Arthat,680521,Thrissur
Arthingal,688530,Alappuzha
Arumanoor,695525,Thiruvananthapuram
Arumanur,686564,Kottayam
Arunapuram,686574,Kottayam
Arunoottimangalam,690110,Alappuzha
Arunoottimangalam,686604,Kottayam
Arur,673507,Kozhikode
Aruvappara,683545,Ernakulam
Aruvappulam,689691,Pathanamthitta
Aruvikara,695564,Thiruvananthapuram
Aruvikuzhy,686503,Kottayam
Aruvilanchal,685619,Idukki
Aruvipuram,695126,Thiruvananthapuram
Aruvithura,686122,Kottayam
Aryad North EDB O,688538,Alappuzha
Aryanad,695542,Thiruvananthapuram
Aryankavu,691309,Kollam
Aryavon,689691,Pathanamthitta
Asamannoor,683549,Ernakulam
Asarikkad,680751,Thrissur
Ashtamichira,680731,Thrissur
Ashtamudi,691602,Kollam
Asramom,691002,Kollam
Atakkathode,670674,Kannur
Athalur,679573,Malappuram
Athani Ernakulam,683585,Ernakulam
Athani Thrissur,680581,Thrissur
Athavanad,676301,Malappuram
Athicode,678554,Palakkad
Athikattukulangara,690504,Alappuzha
Athinad North,690542,Kollam
Athipotta,678544,Palakkad
Athirampuzha,686562,Kottayam
Athirattu Kunnu,673596,Wayanad
Athirumkal,689693,Pathanamthitta
Atholi,673315,Kozhikode
Athrisseri,676106,Malappuram
Attachakkal,689692,Pathanamthitta
Attadappa,670006,Kannur
Attakulangara,695023,Thiruvananthapuram
Attapallam,685509,Idukki
Attasseri,679513,Palakkad
Attempathy,678556,Palakkad
Attenganam,671531,Kasaragod
Attingal,695101,Thiruvananthapuram
Attukkal,695009,Thiruvananthapuram
Attur,680583,Thrissur
Aurvacode,679329,Malappuram
Avadukka,673528,Kozhikode
Avala,673524,Kozhikode
Avalukkunnu,688006,Alappuzha
Avanavancherry,695103,Thiruvananthapuram
Avaneeswaram,691508,Kollam
Avaneeswaram RS,691508,Kollam
Avanisseri,680306,Thrissur
Avanur,680541,Thrissur
Avilora,673572,Kozhikode
Avitanallur,673614,Kozhikode
Avittathur,680683,Thrissur
Avoly,686670,Ernakulam
Ayakkad,678683,Palakkad
Ayalur,678510,Palakkad
Ayamkudy,686613,Kottayam
Ayancheri,673541,Kozhikode
Ayanikkad,673521,Kozhikode
Ayankalam,679573,Malappuram
Ayaparambu,690517,Alappuzha
Ayarkunnam,686564,Kottayam
Ayathil,691021,Kollam
Ayavana,686668,Ernakulam
Ayikkarapadi,673637,Malappuram
Ayilakkad,679576,Malappuram
Ayilam,695103,Thiruvananthapuram
Ayilara,691312,Kollam
Ayira,695502,Thiruvananthapuram
Ayirakuzhy,691559,Kollam
Ayiranallur,691307,Kollam
Ayiranikudy,690558,Alappuzha
Ayirur,679580,Malappuram
Ayithara Mambram,670643,Kannur
Aymanam,686015,Kottayam
Ayroor North,689612,Pathanamthitta
Ayroor South,689611,Pathanamthitta
Ayroor varkala,695310,Thiruvananthapuram
Ayur,691533,Kollam
Ayyampilly,682501,Ernakulam
Ayyampuzha,683581,Ernakulam
Ayyanthole,680003,Thrissur
Ayyanthole North,680003,Thrissur
Ayyappancoil,685507,Idukki
Ayyappankavu,680751,Thrissur
Ayyarkulangara,686146,Kottayam
Azhakam,683577,Ernakulam
Azheekal,682508,Ernakulam
Azheekkalthura,690547,Kollam
Azhikkal,670009,Kannur
Azhikode,670009,Kannur
Azhikode Jetty,680666,Thrissur
Azhikode South,670009,Kannur
Azhikode Thrissur,680666,Thrissur
Azhinjilam,673632,Malappuram
Azhiyadathuchira,689113,Pathanamthitta
Azhiyannur,678633,Palakkad
Azhiyur,673309,Kozhikode
Azhurmarket,695305,Thiruvananthapuram
Badaje,671323,Kasaragod
Badur,671321,Kasaragod
Balagram,685552,Idukki
Balal,671533,Kasaragod
Balaramapuram,695501,Thiruvananthapuram
Balemoole,671552,Kasaragod
Balla,671531,Kasaragod
Balusseri,673612,Kozhikode
Bandadka,671541,Kasaragod
Bangramanjeshwar,671323,Kasaragod
Bare,671319,Kasaragod
Bavali,670646,Wayanad
Bavode,670622,Kannur
Bayar,671348,Kasaragod
Bedadka,671541,Kasaragod
Bedradka,671124,Kasaragod
Beemapally,695008,Thiruvananthapuram
Beenachi,673592,Wayanad
Bekal,671318,Kasaragod
Bekal Fort,671316,Kasaragod
Bekur,671322,Kasaragod
Bela,671321,Kasaragod
Belluru,671543,Kasaragod
Bengalam,671314,Kasaragod
Beripadavu,671322,Kasaragod
Bethel,685514,Idukki
Bettath Pudiangadi,676102,Malappuram
Beypore,673015,Kozhikode
Beypore North,673015,Kozhikode
Bhagavathinada,695501,Thiruvananthapuram
Bhaktanandapuram,682308,Ernakulam
Bharananganam,686578,Kottayam
Bharanickavu,690503,Alappuzha
Bharathannur,695609,Thiruvananthapuram
Bharatheepuram,691312,Kollam
Bheemanady,671314,Kasaragod
Bhimanad,678601,Palakkad
Bhoodan Colony,679334,Malappuram
Bhoodanam Colony,673579,Wayanad
Bhoothakulam,691302,Kollam
Bhoothathankettu,686681,Ernakulam
Bhudhanoor,689510,Alappuzha
Bhumivathukkal,673517,Kozhikode
Bibleland,673575,Wayanad
Binanipuram,683502,Ernakulam
Bisonvalley,685565,Idukki
Biyyam,679576,Malappuram
Blangad,680506,Thrissur
Bombrana,671321,Kasaragod
Bonaccord,695551,Thiruvananthapuram
Brahmakulam,680104,Thrissur
Brahmamangalam,686605,Kottayam
Brahmapuram,682303,Ernakulam
Burnacherry,670013,Kannur
C Kuthumkal,685566,Idukki
Calicut,673001,Kozhikode
Calicut Airport,673647,Malappuram
Calicut Arts and Science College,673018,Kozhikode
Calicut Beach,673032,Kozhikode
Calicut City,673004,Kozhikode
Calicut Civil Station,673020,Kozhikode
Calicut Collectorate,673020,Kozhikode
Calicut Courts,673032,Kozhikode
Calicut Medical College,673008,Kozhikode
Calicut R S,673001,Kozhikode
Calicut University,673635,Malappuram
Calvari Mount,685515,Idukki
Cgo Complex Poonkulam,695522,Thiruvananthapuram
Chadayamangalam,691534,Kollam
Chaikkottukonam,695122,Thiruvananthapuram
Chaipankuzhi,680724,Thrissur
Chakkai,695024,Thiruvananthapuram
Chakkampuzha,686574,Kottayam
Chakkarappadam,680686,Thrissur
Chakkittapara,673526,Kozhikode
Chakkumkandam,680522,Thrissur
Chakkupallam,685509,Idukki
Chakkuvarakkal,691508,Kollam
Chakompathal,686517,Kottayam
Chala East,670621,Kannur
Chalad,670014,Kannur
Chalai,695036,Thiruvananthapuram
Chalakkode,670307,Kannur
Chalakudi,680307,Thrissur
Chalakudi R S,680722,Thrissur
Chalakudi South,680307,Thrissur
Chalakudi Town,680307,Thrissur
Chalappally,689586,Pathanamthitta
Chalapuram,673002,Kozhikode
Chalavara,679505,Palakkad
Chalil,670102,Kannur
Chalingad,680681,Thrissur
Chalisseri,679536,Palakkad
Chaliyam,673301,Kozhikode
Chaliyattiri,679535,Palakkad
Chamakala,686603,Kottayam
Chamakkala,680687,Thrissur
Chamal,673573,Kozhikode
Chamathachal,670633,Kannur
Chammannur,679561,Thrissur
Chamnad,671317,Kasaragod
Champad,670694,Kannur
Champakara,686540,Kottayam
Champakulam,688505,Alappuzha
Champakulam East,688505,Alappuzha
Chamravattom,676102,Malappuram
Chamundikunnu,671532,Kasaragod
Chandakkunnu,679329,Malappuram
Chandanakampara,670633,Kannur
Chandanapally,689648,Pathanamthitta
Chandanathope,691014,Kollam
Chandiroor EDB O,688537,Alappuzha
Chandragiri,671317,Kasaragod
Chandramala Estate,678508,Palakkad
Chandranagar,678007,Palakkad
Chandrapuram,678624,Palakkad
Chandrasekharapuram,678611,Palakkad
Changa,695542,Thiruvananthapuram
Changampuzha Nagar,682033,Ernakulam
Changanacherry,686101,Kottayam
Changanacherry College,686101,Kottayam
Changanacherry Industrialnagar,686106,Kottayam
Changanacherry Market,686101,Kottayam
Changankary,689573,Alappuzha
Changileri,678762,Palakkad
Chaniyankadavu,673541,Kozhikode
Channamkara,695301,Thiruvananthapuram
Channanikadu,686533,Kottayam
Channapettah,691311,Kollam
Channappara,691536,Kollam
Chappanangadi,676503,Malappuram
Chappanthottam,673513,Kozhikode
Charal,670706,Kannur
Chariparabu,691536,Kollam
Charla,671323,Kasaragod
Charumoodu,690505,Alappuzha
Charupara,695601,Thiruvananthapuram
Chathakulam,690520,Kollam
Chathallur,676541,Malappuram
Chathamangalam,673601,Kozhikode
Chathamangalam,678508,Palakkad
Chathamath,671314,Kasaragod
Chathamattam,686671,Ernakulam
Chathangottunada,673513,Kozhikode
Chathangottupuram,679328,Malappuram
Chathankary,689112,Pathanamthitta
Chathannur,691572,Kollam
Chathanur,679535,Palakkad
Chathenthara,686510,Pathanamthitta
Chathurangapara,685554,Idukki
Chathurthiakary,688502,Alappuzha
Chattamannar,685614,Idukki
Chattikulam,680721,Thrissur
Chattipparamba,676504,Malappuram
Chattuvapara,670592,Kannur
Chavadiyur,678581,Palakkad
Chavakkad,680506,Thrissur
Chavara,691583,Kollam
Chavara Bridge,691583,Kollam
Chavara South,691584,Kollam
Chavasseri,670702,Kannur
Chayalode,691556,Pathanamthitta
Chayoth,671314,Kasaragod
Chazhur,680571,Thrissur
Chedalath,673592,Wayanad
Cheekilode,673315,Kozhikode
Cheekkonnummal,673507,Kozhikode
Cheekonnummal West,673507,Kozhikode
Cheengeri,673593,Wayanad
Cheenikuzhi,685595,Idukki
Cheenthalar,685501,Idukki
Cheepunkal,686563,Kottayam
Cheeral,673595,Wayanad
Cheeranchira,686106,Kottayam
Cheeranikkara,695615,Thiruvananthapuram
Cheeyambam,673579,Wayanad
Chekkakonam,695564,Thiruvananthapuram
Chekkidikkadu,689573,Alappuzha
Chekkikulam,670592,Kannur
Chekkiyad,673509,Kozhikode
Chelachuvadu,685606,Idukki
Chelacompu,686540,Kottayam
Chelad Junction,686681,Ernakulam
Chelakkad,673506,Kozhikode
Chelakkad,679323,Malappuram
Chelakkara,680586,Thrissur
Chelakode,680587,Thrissur
Chelannur,673616,Kozhikode
Chelavur,673571,Kozhikode
Chelembra,673634,Malappuram
Cheleri,670604,Kannur
Chelikuzhy,691556,Pathanamthitta
Cheliya,673306,Kozhikode
Chellakkad,689677,Pathanamthitta
Chellanam,682008,Ernakulam
Chellangode,673581,Wayanad
Chellarcoil,685512,Idukki
Chelur,680121,Thrissur
Chemancheri,673304,Kozhikode
Chembalam,685553,Idukki
Chembanaruvi,689696,Kollam
Chembra,679304,Palakkad
Chembra,673577,Wayanad
Chembrassei,676521,Malappuram
Chembrasseri East,679327,Malappuram
Chembu Kadavu,673580,Kozhikode
Chembuchira,680684,Thrissur
Chemmakkad,691601,Kollam
Chemmalamattom,686508,Kottayam
Chemmalasseri,679323,Malappuram
Chemmanathukara,686606,Kottayam
Chemmaniyode,679325,Malappuram
Chemmannar,685554,Idukki
Chemmannur,680517,Thrissur
Chemmanthatta,680501,Thrissur
Chemmarakkattur,673639,Malappuram
Chemmarathur,673104,Kozhikode
Chempakapara,685514,Idukki
Chempanoda,673528,Kozhikode
Chempanthotty,670631,Kannur
Chempazhanthy,695587,Thiruvananthapuram
Chemperi,670632,Kannur
Chempilavu,686584,Kottayam
Chempu,686608,Kottayam
Chempumpuram,688505,Alappuzha
Chenakkalangadi,673636,Malappuram
Chenappady,686520,Kottayam
Chendamangalam,683512,Ernakulam
Chendayad,670692,Kannur
Chengala,671541,Kasaragod
Chengalam,686585,Kottayam
Chengalam South,686022,Kottayam
Chengalayi,670631,Kannur
Chengallur,680312,Thrissur
Chengalthadom,689671,Pathanamthitta
Chengamanad,683578,Ernakulam
Chengamanad Jn,691557,Kollam
Chengannur,689121,Alappuzha
Chengannur RS,689121,Alappuzha
Chengara,689664,Pathanamthitta
Chengaroor,689594,Pathanamthitta
Chengaroth,673528,Kozhikode
Chengottur,676503,Malappuram
Chenkal,695132,Thiruvananthapuram
Chenkara,685533,Idukki
Chenkulam,691510,Kollam
Chennad,686581,Kottayam
Chennaipara,680653,Thrissur
Chennakunnu,686506,Kottayam
Chennalode,673122,Wayanad
Chennamangallur,673602,Kozhikode
Chennamkary,688501,Alappuzha
Chennamkary East,688506,Alappuzha
Chennangad,678573,Palakkad
Chennara,676561,Malappuram
Chenneerkara,689503,Pathanamthitta
Chennithala,690105,Alappuzha
Chennithala South,690105,Alappuzha
Chenoli,673525,Kozhikode
Chenthamaranagar,678102,Palakkad
Chentrappinni,680687,Thrissur
Chentrappinni East,680687,Thrissur
Cheppara,691520,Kollam
Chepparapadava,670581,Kannur
Cheppaud,690507,Alappuzha
Cheppukulam,685581,Idukki
Cherai,683514,Ernakulam
Cherakkaparamba,679321,Malappuram
Cherakkara,670104,Kannur
Cherakkara wayanad,670644,Wayanad
Cheramangalam,678703,Palakkad
Cherambattakavu,679501,Palakkad
Cheranalloor PBR,683544,Ernakulam
Cheranallur,682034,Ernakulam
Cherandathur,673541,Kozhikode
Cherapuram,673507,Kozhikode
Cheraya,678631,Palakkad
Cheriakolla,695504,Thiruvananthapuram
Cherikode,670631,Kannur
Cheriyakonni,695013,Thiruvananthapuram
Cheriyamundam,676106,Malappuram
Cheriyanadu,689511,Alappuzha
Cheriyavelinallur,691516,Kollam
Cheriyazheekal,690573,Kollam
Cherooppa,673661,Kozhikode
Cheroor,671123,Kasaragod
Cherottur,679521,Palakkad
Cherpalcheri,679503,Palakkad
Cherpu,680561,Thrissur
Cherpu Padinjattumuri,680561,Thrissur
Cherpunkal,686584,Kottayam
Cherthala,688524,Alappuzha
Cherthala Cutcherry,688524,Alappuzha
Cherthala South EDB O,688539,Alappuzha
Cherukad,673527,Kozhikode
Cherukara,679340,Malappuram
Cherukara Kuttanad,688506,Alappuzha
Cherukattoor,670721,Wayanad
Cherukattupulam,679522,Palakkad
Cherukode,679336,Palakkad
Cherukole,690104,Alappuzha
Cherukole Kozhencherri,689650,Pathanamthitta
Cherukulam,691306,Kollam
Cherukulam,678572,Palakkad
Cherukulanji,689673,Pathanamthitta
Cherukulathur,673008,Kozhikode
Cherukun R S,670301,Kannur
Cherukunnu,670301,Kannur
Cherukutangad,679305,Palakkad
Cherumoth,673517,Kozhikode
Cherumukku,676306,Malappuram
Cherumundasseri,679512,Palakkad
Cherunniyur,695142,Thiruvananthapuram
Cheruparamba,670693,Kannur
Cherupazhassi,670601,Kannur
Cherupoika,691543,Kollam
Cherupuzha,670511,Kannur
Cherur,676304,Malappuram
Cherur,680008,Thrissur
Cherushola,676510,Malappuram
Cheruthana,690517,Alappuzha
Cheruthuruthy,679531,Thrissur
Cheruvadi,673661,Kozhikode
Cheruvakkal,691533,Kollam
Cheruvallimukku,695304,Thiruvananthapuram
Cheruvallur,679575,Malappuram
Cheruvallur,680308,Thrissur
Cheruvally,686543,Kottayam
Cheruvancheri,670650,Kannur
Cheruvannur,673655,Kozhikode
Cheruvannur Meladi,673524,Kozhikode
Cheruvarakonam,695502,Thiruvananthapuram
Cheruvattoor,686691,Ernakulam
Cheruvayur,673645,Malappuram
Cheruvikkal,695011,Thiruvananthapuram
Chervathur,671313,Kasaragod
Chethackal,689677,Pathanamthitta
Chethallur,678583,Palakkad
Chethicode,682315,Ernakulam
Chethy GDB O,688530,Alappuzha
Chettachal,695551,Thiruvananthapuram
Chettapalam,673579,Wayanad
Chettiamparamba,670674,Kannur
Chettikulangara,690106,Alappuzha
Chettipadi,676319,Malappuram
Chettippadam,679332,Malappuram
Chettupuzha,680012,Thrissur
Chettuthode,686508,Kottayam
Chevarambalam,673017,Kozhikode
Chevayur,673017,Kozhikode
Chikkode,673645,Malappuram
Chilakur,695141,Thiruvananthapuram
Chilavu,685588,Idukki
Chimbukat,678721,Palakkad
Chimeni,671313,Kasaragod
Chimoni Dam,680304,Thrissur
Chindaki,678582,Palakkad
Chingapuram,673529,Kozhikode
Chingavanam,686531,Kottayam
Chingoli,690532,Alappuzha
Chinnakanal,685618,Idukki
Chinnar,685501,Idukki
Chippar,671322,Kasaragod
Chirakadavu,686520,Kottayam
Chirakadavu Centre,686519,Kottayam
Chirakadavu East,686520,Kottayam
Chirakk R S,670011,Kannur
Chirakkal,670011,Kannur
Chirakkara,691578,Kollam
Chirakkarathazham,691578,Kollam
Chiramanangad,680604,Thrissur
Chiranellur,680501,Thrissur
Chirayakom,688562,Alappuzha
Chirayil,673638,Malappuram
Chirayinkeezhu,695304,Thiruvananthapuram
Chirayirambu,689549,Pathanamthitta
Chithali,678702,Palakkad
Chithapilapoyil,670502,Kannur
Chithara,691559,Kollam
Chithirapuram,685565,Idukki
Chittadi,686512,Kottayam
Chittadi,678706,Palakkad
Chittanda,680585,Thrissur
Chittanjur,680523,Thrissur
Chittar,689663,Pathanamthitta
Chittari,671316,Kasaragod
Chittarikkal,671326,Kasaragod
Chittariparamba,670650,Kannur
Chittattukara,680511,Thrissur
Chittattumukku,695301,Thiruvananthapuram
Chittilancheri,678704,Palakkad
Chittilapilly,680551,Thrissur
Chittissery,680301,Thrissur
Chittodi,670571,Kannur
Chittoor ekm,682027,Ernakulam
Chittur agali,678581,Palakkad
Chittur College,678104,Palakkad
Chittur Courts,678101,Palakkad
Chittur PG,678101,Palakkad
Chiyyaram,680026,Thrissur
Chokkad,679332,Malappuram
Chokkana,680699,Thrissur
Chokkanathapuram,678005,Palakkad
Chokli,670672,Kannur
Cholathadom,686582,Kottayam
Chombala,673308,Kozhikode
Choolatheruvu,690506,Alappuzha
Choolissery,680541,Thrissur
Choondacherry,686579,Kottayam
Choondakuzhy,683546,Ernakulam
Choondal,680502,Thrissur
Choorakode,679336,Palakkad
Choorakode,691551,Pathanamthitta
Choothupara,673596,Wayanad
Chorode,673106,Kozhikode
Chorode East,673106,Kozhikode
Chottanikkara,682312,Ernakulam
Chottupara,685552,Idukki
Chottupara,680581,Thrissur
Chottupara Periyar,685533,Idukki
Chovva,670006,Kannur
Chovvur,686586,Kottayam
Chovvur,680027,Thrissur
Chowannur,680517,Thrissur
Chowara,683571,Ernakulam
Chowara,695501,Thiruvananthapuram
Chozhiakode,691310,Kollam
Chulanur,678574,Palakkad
Chullimanoor,695541,Thiruvananthapuram
Chulliote,673592,Wayanad
Chullippara,676508,Malappuram
Chulliyode,679332,Malappuram
Chully,683581,Ernakulam
Chully,671533,Kasaragod
Chulur,673601,Kozhikode
Chulur,680567,Thrissur
Chumathra,689103,Pathanamthitta
Chunakara,690534,Alappuzha
Chunangad,679511,Palakkad
Chunda,670511,Kannur
Chundakunnu,670632,Kannur
Chundale,673123,Wayanad
Chundampatta,679337,Palakkad
Chungathara,679334,Malappuram
Chungom,688011,Alappuzha
Chunkakunnu,670651,Kannur
Chunkapara,686547,Pathanamthitta
Churulicode,689668,Pathanamthitta
Chuvannamannu,680652,Thrissur
Chuzhali,670142,Kannur
Chuzhali,673517,Kozhikode
Civil Station Kannur,670002,Kannur
Clappana,690525,Kollam
Cochin Special Economic Zone,682037,Ernakulam
Codacal,676108,Malappuram
College of Engg Trivandrum,695016,Thiruvananthapuram
Combayar,685552,Idukki
Cottanad,673577,Wayanad
Cotton Hill,695014,Thiruvananthapuram
Coyalmanna,678702,Palakkad
CRPF Camp Aravanchal,670353,Kannur
Cumbumbettu,685551,Idukki
Daivapura,695563,Thiruvananthapuram
Dally,691310,Kollam
Dalmughom,695125,Thiruvananthapuram
Darkas,671533,Kasaragod
